"TIME","GEO","SECTPERF","UNIT","Value","Flag and Footnotes"
"2016","Former Yugoslav Republic of Macedonia, the","Business enterprise sector","Million purchasing power standards (PPS)",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Government sector","Million euro",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Government sector","Euro per inhabitant",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Government sector","Million units of national currency",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Government sector","Million purchasing power standards (PPS)",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Government sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Higher education sector","Million euro",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Higher education sector","Euro per inhabitant",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Higher education sector","Million units of national currency",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Higher education sector","Million purchasing power standards (PPS)",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Higher education sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Private non-profit sector","Million euro",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Private non-profit sector","Euro per inhabitant",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Private non-profit sector","Million units of national currency",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2016","Former Yugoslav Republic of Macedonia, the","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Serbia","All sectors","Million euro","308.292",""
"2016","Serbia","All sectors","Euro per inhabitant","43.6",""
"2016","Serbia","All sectors","Million units of national currency","37 956.3",""
"2016","Serbia","All sectors","Million purchasing power standards (PPS)","674.52",""
"2016","Serbia","All sectors","Million purchasing power standards (PPS) at 2005 prices","593.906",""
"2016","Serbia","Business enterprise sector","Million euro","115.657",""
"2016","Serbia","Business enterprise sector","Euro per inhabitant","16.3",""
"2016","Serbia","Business enterprise sector","Million units of national currency","14 239.4",""
"2016","Serbia","Business enterprise sector","Million purchasing power standards (PPS)","253.048",""
"2016","Serbia","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","222.805",""
"2016","Serbia","Government sector","Million euro","80.386",""
"2016","Serbia","Government sector","Euro per inhabitant","11.4",""
"2016","Serbia","Government sector","Million units of national currency","9 897",""
"2016","Serbia","Government sector","Million purchasing power standards (PPS)","175.879",""
"2016","Serbia","Government sector","Million purchasing power standards (PPS) at 2005 prices","154.859",""
"2016","Serbia","Higher education sector","Million euro","111.918",""
"2016","Serbia","Higher education sector","Euro per inhabitant","15.8",""
"2016","Serbia","Higher education sector","Million units of national currency","13 779.1",""
"2016","Serbia","Higher education sector","Million purchasing power standards (PPS)","244.868",""
"2016","Serbia","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","215.603",""
"2016","Serbia","Private non-profit sector","Million euro","0.331",""
"2016","Serbia","Private non-profit sector","Euro per inhabitant","0",""
"2016","Serbia","Private non-profit sector","Million units of national currency","40.8",""
"2016","Serbia","Private non-profit sector","Million purchasing power standards (PPS)","0.725",""
"2016","Serbia","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","0.638",""
"2016","Turkey","All sectors","Million euro",":",""
"2016","Turkey","All sectors","Euro per inhabitant",":",""
"2016","Turkey","All sectors","Million units of national currency",":",""
"2016","Turkey","All sectors","Million purchasing power standards (PPS)",":",""
"2016","Turkey","All sectors","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Turkey","Business enterprise sector","Million euro",":",""
"2016","Turkey","Business enterprise sector","Euro per inhabitant",":",""
"2016","Turkey","Business enterprise sector","Million units of national currency",":",""
"2016","Turkey","Business enterprise sector","Million purchasing power standards (PPS)",":",""
"2016","Turkey","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Turkey","Government sector","Million euro",":",""
"2016","Turkey","Government sector","Euro per inhabitant",":",""
"2016","Turkey","Government sector","Million units of national currency",":",""
"2016","Turkey","Government sector","Million purchasing power standards (PPS)",":",""
"2016","Turkey","Government sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Turkey","Higher education sector","Million euro",":",""
"2016","Turkey","Higher education sector","Euro per inhabitant",":",""
"2016","Turkey","Higher education sector","Million units of national currency",":",""
"2016","Turkey","Higher education sector","Million purchasing power standards (PPS)",":",""
"2016","Turkey","Higher education sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Turkey","Private non-profit sector","Million euro",":",""
"2016","Turkey","Private non-profit sector","Euro per inhabitant",":",""
"2016","Turkey","Private non-profit sector","Million units of national currency",":",""
"2016","Turkey","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2016","Turkey","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Bosnia and Herzegovina","All sectors","Million euro",":",""
"2016","Bosnia and Herzegovina","All sectors","Euro per inhabitant",":",""
"2016","Bosnia and Herzegovina","All sectors","Million units of national currency",":",""
"2016","Bosnia and Herzegovina","All sectors","Million purchasing power standards (PPS)",":",""
"2016","Bosnia and Herzegovina","All sectors","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Bosnia and Herzegovina","Business enterprise sector","Million euro",":",""
"2016","Bosnia and Herzegovina","Business enterprise sector","Euro per inhabitant",":",""
"2016","Bosnia and Herzegovina","Business enterprise sector","Million units of national currency",":",""
"2016","Bosnia and Herzegovina","Business enterprise sector","Million purchasing power standards (PPS)",":",""
"2016","Bosnia and Herzegovina","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Bosnia and Herzegovina","Government sector","Million euro",":",""
"2016","Bosnia and Herzegovina","Government sector","Euro per inhabitant",":",""
"2016","Bosnia and Herzegovina","Government sector","Million units of national currency",":",""
"2016","Bosnia and Herzegovina","Government sector","Million purchasing power standards (PPS)",":",""
"2016","Bosnia and Herzegovina","Government sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Bosnia and Herzegovina","Higher education sector","Million euro",":",""
"2016","Bosnia and Herzegovina","Higher education sector","Euro per inhabitant",":",""
"2016","Bosnia and Herzegovina","Higher education sector","Million units of national currency",":",""
"2016","Bosnia and Herzegovina","Higher education sector","Million purchasing power standards (PPS)",":",""
"2016","Bosnia and Herzegovina","Higher education sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Bosnia and Herzegovina","Private non-profit sector","Million euro",":",""
"2016","Bosnia and Herzegovina","Private non-profit sector","Euro per inhabitant",":",""
"2016","Bosnia and Herzegovina","Private non-profit sector","Million units of national currency",":",""
"2016","Bosnia and Herzegovina","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2016","Bosnia and Herzegovina","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Russia","All sectors","Million euro",":",""
"2016","Russia","All sectors","Euro per inhabitant",":",""
"2016","Russia","All sectors","Million units of national currency",":",""
"2016","Russia","All sectors","Million purchasing power standards (PPS)",":",""
"2016","Russia","All sectors","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Russia","Business enterprise sector","Million euro",":",""
"2016","Russia","Business enterprise sector","Euro per inhabitant",":",""
"2016","Russia","Business enterprise sector","Million units of national currency",":",""
"2016","Russia","Business enterprise sector","Million purchasing power standards (PPS)",":",""
"2016","Russia","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2016","Russia","Government sector","Million euro",":",""
