"TIME","GEO","NABS07","UNIT","Value","Flag and Footnotes"
"2016","Germany (until 1990 former territory of the FRG)","General advancement of knowledge: R&D financed from other sources than GUF","Euro per inhabitant","57",""
"2016","Germany (until 1990 former territory of the FRG)","General advancement of knowledge: R&D financed from other sources than GUF","Million units of national currency","4 685.41",""
"2016","Germany (until 1990 former territory of the FRG)","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS)","4 405.237",""
"2016","Germany (until 1990 former territory of the FRG)","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS) at 2005 prices","3 928.689",""
"2016","Germany (until 1990 former territory of the FRG)","Defence","Million euro","759.71",""
"2016","Germany (until 1990 former territory of the FRG)","Defence","Euro per inhabitant","9.2",""
"2016","Germany (until 1990 former territory of the FRG)","Defence","Million units of national currency","759.71",""
"2016","Germany (until 1990 former territory of the FRG)","Defence","Million purchasing power standards (PPS)","714.282",""
"2016","Germany (until 1990 former territory of the FRG)","Defence","Million purchasing power standards (PPS) at 2005 prices","637.013",""
"2016","Germany (until 1990 former territory of the FRG)","Total civil R&D appropriations","Million euro","26 710.74",""
"2016","Germany (until 1990 former territory of the FRG)","Total civil R&D appropriations","Euro per inhabitant","325",""
"2016","Germany (until 1990 former territory of the FRG)","Total civil R&D appropriations","Million units of national currency","26 710.74",""
"2016","Germany (until 1990 former territory of the FRG)","Total civil R&D appropriations","Million purchasing power standards (PPS)","25 113.52",""
"2016","Germany (until 1990 former territory of the FRG)","Total civil R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","22 396.802",""
"2016","Germany (until 1990 former territory of the FRG)","Total R&D appropriations","Million euro","27 470.45",""
"2016","Germany (until 1990 former territory of the FRG)","Total R&D appropriations","Euro per inhabitant","334.3",""
"2016","Germany (until 1990 former territory of the FRG)","Total R&D appropriations","Million units of national currency","27 470.45",""
"2016","Germany (until 1990 former territory of the FRG)","Total R&D appropriations","Million purchasing power standards (PPS)","25 827.802",""
"2016","Germany (until 1990 former territory of the FRG)","Total R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","23 033.814",""
"2016","Estonia","Exploration and exploitation of the earth","Million euro","4.69","b"
"2016","Estonia","Exploration and exploitation of the earth","Euro per inhabitant","3.6","b"
"2016","Estonia","Exploration and exploitation of the earth","Million units of national currency","4.69","b"
"2016","Estonia","Exploration and exploitation of the earth","Million purchasing power standards (PPS)","6.34","b"
"2016","Estonia","Exploration and exploitation of the earth","Million purchasing power standards (PPS) at 2005 prices","5.06","b"
"2016","Estonia","Environment","Million euro","3.71","b"
"2016","Estonia","Environment","Euro per inhabitant","2.8","b"
"2016","Estonia","Environment","Million units of national currency","3.71","b"
"2016","Estonia","Environment","Million purchasing power standards (PPS)","5.016","b"
"2016","Estonia","Environment","Million purchasing power standards (PPS) at 2005 prices","4.002","b"
"2016","Estonia","Exploration and exploitation of space","Million euro","2.5","b"
"2016","Estonia","Exploration and exploitation of space","Euro per inhabitant","1.9","b"
"2016","Estonia","Exploration and exploitation of space","Million units of national currency","2.5","b"
"2016","Estonia","Exploration and exploitation of space","Million purchasing power standards (PPS)","3.38","b"
"2016","Estonia","Exploration and exploitation of space","Million purchasing power standards (PPS) at 2005 prices","2.697","b"
"2016","Estonia","Transport, telecommunication and other infrastructures","Million euro","1.72","b"
"2016","Estonia","Transport, telecommunication and other infrastructures","Euro per inhabitant","1.3","b"
"2016","Estonia","Transport, telecommunication and other infrastructures","Million units of national currency","1.72","b"
"2016","Estonia","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS)","2.325","b"
"2016","Estonia","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS) at 2005 prices","1.856","b"
"2016","Estonia","Energy","Million euro","0.08","b"
"2016","Estonia","Energy","Euro per inhabitant","0.1","b"
"2016","Estonia","Energy","Million units of national currency","0.08","b"
"2016","Estonia","Energy","Million purchasing power standards (PPS)","0.108","b"
"2016","Estonia","Energy","Million purchasing power standards (PPS) at 2005 prices","0.086","b"
"2016","Estonia","Industrial production and technology","Million euro","19.77","b"
"2016","Estonia","Industrial production and technology","Euro per inhabitant","15","b"
"2016","Estonia","Industrial production and technology","Million units of national currency","19.77","b"
"2016","Estonia","Industrial production and technology","Million purchasing power standards (PPS)","26.727","b"
"2016","Estonia","Industrial production and technology","Million purchasing power standards (PPS) at 2005 prices","21.328","b"
"2016","Estonia","Health","Million euro","5.07","b"
"2016","Estonia","Health","Euro per inhabitant","3.9","b"
"2016","Estonia","Health","Million units of national currency","5.07","b"
"2016","Estonia","Health","Million purchasing power standards (PPS)","6.854","b"
"2016","Estonia","Health","Million purchasing power standards (PPS) at 2005 prices","5.47","b"
"2016","Estonia","Agriculture","Million euro","6.49","b"
"2016","Estonia","Agriculture","Euro per inhabitant","4.9","b"
"2016","Estonia","Agriculture","Million units of national currency","6.49","b"
"2016","Estonia","Agriculture","Million purchasing power standards (PPS)","8.774","b"
"2016","Estonia","Agriculture","Million purchasing power standards (PPS) at 2005 prices","7.002","b"
"2016","Estonia","Education","Million euro","3.94","b"
"2016","Estonia","Education","Euro per inhabitant","3","b"
"2016","Estonia","Education","Million units of national currency","3.94","b"
"2016","Estonia","Education","Million purchasing power standards (PPS)","5.327","b"
"2016","Estonia","Education","Million purchasing power standards (PPS) at 2005 prices","4.251","b"
"2016","Estonia","Culture, recreation, religion and mass media","Million euro","0.01","b"
"2016","Estonia","Culture, recreation, religion and mass media","Euro per inhabitant","0","b"
"2016","Estonia","Culture, recreation, religion and mass media","Million units of national currency","0.01","b"
"2016","Estonia","Culture, recreation, religion and mass media","Million purchasing power standards (PPS)","0.014","b"
"2016","Estonia","Culture, recreation, religion and mass media","Million purchasing power standards (PPS) at 2005 prices","0.011","b"
"2016","Estonia","Political and social systems, structures and processes","Million euro","10.24","b"
"2016","Estonia","Political and social systems, structures and processes","Euro per inhabitant","7.8","b"
"2016","Estonia","Political and social systems, structures and processes","Million units of national currency","10.24","b"
"2016","Estonia","Political and social systems, structures and processes","Million purchasing power standards (PPS)","13.844","b"
"2016","Estonia","Political and social systems, structures and processes","Million purchasing power standards (PPS) at 2005 prices","11.047","b"
"2016","Estonia","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million euro","0","b"
"2016","Estonia","General advancement of knowledge: R&D financed from General University Funds (GUF)","Euro per inhabitant","0","b"
"2016","Estonia","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million units of national currency","0","b"
"2016","Estonia","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS)","0","b"
"2016","Estonia","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS) at 2005 prices","0","b"
"2016","Estonia","General advancement of knowledge: R&D financed from other sources than GUF","Million euro","83.64","b"
"2016","Estonia","General advancement of knowledge: R&D financed from other sources than GUF","Euro per inhabitant","63.6","b"
